2020-07,118831126239248397,Denial#4301,7-7-7-0,21,8,Beginner,B,False
2020-07,185229437787176962,flame#6784,7-7-7-0,21,8,Beginner,B,False
2020-07,187332490958995457,Sigma#3822,7-5-0-0,12,23,Beginner,H,False
2020-07,226715564050087936,Kesä-Pappa#6890,7-7-7-0,21,8,Beginner,B,True
2020-07,239451568196419584,dTea#3689,2-0-6-0,8,27,Beginner,,True
2020-07,255154801862508545,Makorn#1037,7-7-7-0,21,8,Beginner,B,False
2020-07,292911857704894464,Enda#2138,7-7-7-0,21,8,Beginner,B,True
2020-07,305859725554089985,Jatmoz#9730,7-0-0-5,12,23,Beginner,H,False
2020-07,332106996583235584,Arkali#6504,7-7-7-2,23,5,Beginner,S,False
2020-07,355985137927979008,YeahDogg#9666,7-6-7-2,22,7,Beginner,S,False
2020-07,358334606975434752,wertguk#3517,7-0-7-2,16,19,Beginner,H,False
2020-07,365560579546415105,2isn'tawholenumber#9301,7-6-7-0,20,17,Beginner,H,False
2020-07,467112200599764993,Rektyu#4514,7-7-7-0,21,8,Beginner,B,False
2020-07,530153879007133710,franchester#8012,7-7-7-0,21,8,Beginner,B,False
2020-07,537945145702744074,Cyclic Circle#0894,7-7-7-0,21,8,Beginner,B,True
2020-07,544582760841347097,Marin_The Legend 23(BUL)#3986,7-4-7-7,25,4,Beginner,S,False
2020-07,571055933774495765,théorie des ressorts#0486,7-7-6-7,27,3,Beginner,G,False
2020-07,571722042538197023,GeoMetrix#1894,7-7-7-0,21,8,Beginner,B,False
2020-07,572880305069752365,Rodman#8630,0-0-0-0,0,28,Beginner,,True
2020-07,580933385090891797,MODS addict#4319,7-5-7-0,19,18,Beginner,H,True
2020-07,614212686095319050,9271kain#8189,7-7-7-2,23,5,Beginner,S,False
2020-07,634165531305312277,rolavo de carvalho#1779,2-1-7-2,12,23,Beginner,H,True
2020-07,657587750265946129,BB.03#9463,2-0-7-0,9,26,Beginner,H,True
2020-07,665198650909130762,vk_233#6007,2-7-7-0,16,19,Beginner,H,False
2020-07,690246804146487325,MeGustaElArroz23#1573,7-7-0-0,14,22,Beginner,H,False
2020-07,692071401724837968,Anas11400 (Alvin)#3724,2-7-7-0,16,19,Beginner,H,False
2020-07,704666113094713355,krdsss#0312,7-7-7-7,28,1,Beginner,G,False
2020-07,731821648885317643,Maria Olimpiec#8580,7-7-7-7,28,1,Beginner,G,False
2020-06,239451568196419584,dTea#3689,0-0-0-0,0,13,Advanced,,True
2020-06,243816776918499329,Zeus#1570,7-0-6-1,14,3,Advanced,S,False
2020-06,255154801862508545,Makorn#1037,7-0-0-0,7,10,Advanced,B,False
2020-06,328955683510681601,lorodane#6964,2-7-0-0,9,9,Advanced,B,False
2020-06,338147067912388608,Dikran#9340,0-0-0-0,0,13,Advanced,,True
2020-06,340212632680136706,radiateur-man#1655,7-7-0-2,16,2,Advanced,G,False
2020-06,354581940512358402,aash12#1075,0-0-0-0,0,13,Advanced,,True
2020-06,358334606975434752,wertguk#3517,0-0-0-0,0,13,Advanced,,True
2020-06,381673088216989742,nexal#3868,0-0-0-0,0,13,Advanced,,True
2020-06,418148666218381333,manbolq#0604,0-0-0-0,0,13,Advanced,,True
2020-06,459993489548115970,SG248#7718,6-7-0-0,13,6,Advanced,B,True
2020-06,467112200599764993,Rektyu#4514,7-0-0-0,7,10,Advanced,B,False
2020-06,472091598759526410,Gonzo17#0285,7-0-7-0,14,3,Advanced,S,False
2020-06,507159438797438987,NyxTo#2622,6-7-0-1,14,3,Advanced,S,False
2020-06,540406463223431188,IliyasBN#6487,0-0-0-0,0,13,Advanced,,False
2020-06,554484175122726912,BlazingMuddy#6305,5-7-0-1,13,6,Advanced,B,False
2020-06,634165531305312277,rolavo de carvalho#1779,0-0-0-0,0,13,Advanced,,True
2020-06,637718959118090262,Joshua S#1092,2-0-0-0,2,12,Advanced,,True
2020-06,651221591077945344,Unstupid#6281,6-7-0-4,17,1,Advanced,G,False
2020-06,704666113094713355,krdsss#0312,6-7-0-0,13,6,Advanced,B,False
2020-05,149628474250887168,Snerf#8108,0-0-0-0,0,21,Intermediate,,True
2020-05,185229437787176962,flame#6784,0-5-0-1,6,16,Intermediate,,True
2020-05,226414036701544450,Golub Srecko#6698,7-6-0-2,15,3,Intermediate,S,False
2020-05,277155466432348160,Astaulphe#1780,7-7-0-0,14,5,Intermediate,S,False
2020-05,328955683510681601,lorodane#6964,7-4-0-2,13,6,Intermediate,B,True
2020-05,329054903937007617,Equitab#3786,0-0-0-0,0,21,Intermediate,,True
2020-05,340212632680136706,radiateur-man#1655,0-7-0-1,8,11,Intermediate,H,False
2020-05,350299829685190668,BlessedCorgi#2698,1-0-0-1,2,17,Intermediate,,True
2020-05,358334606975434752,wertguk#3517,1-6-0-0,7,14,Intermediate,,False
2020-05,365560579546415105,2isn'tawholenumber#9301,7-0-0-1,8,11,Intermediate,H,False
2020-05,379248217931644930,_Danie1#8550,0-7-0-0,7,14,Intermediate,H,False
2020-05,441298510349074447,magicturtle332#2296,7-0-0-2,9,8,Intermediate,B,True
2020-05,451398959206891524,Frozen Dissonance#4033,1-0-0-1,2,17,Intermediate,,True
2020-05,459993489548115970,SG248#7718,0-7-0-2,9,8,Intermediate,B,True
2020-05,507159438797438987,NyxTo#2622,7-7-1-2,17,1,Intermediate,G,False
2020-05,530153879007133710,franchester#8012,7-1-0-0,8,11,Intermediate,H,False
2020-05,532692743370178572,pianocat31#9003,7-5-0-0,12,7,Intermediate,B,False
2020-05,537945145702744074,Cyclic Circle#0894,7-0-0-2,9,8,Intermediate,B,True
2020-05,540406463223431188,IliyasBN#6487,7-3-7-0,17,1,Intermediate,G,False
2020-05,634165531305312277,rolavo de carvalho#1779,1-0-0-1,2,17,Intermediate,,True
2020-05,651221591077945344,Unstupid#6281,7-7-0-1,15,3,Intermediate,S,False
2020-05,690246804146487325,MeGustaElArroz23#1573,0-1-0-0,1,20,Intermediate,,False
2020-04,118831126239248397,Denial#4301,7-6-7-0,20,18,Beginner,H,False
2020-04,149628474250887168,Snerf#8108,7-7-7-0,21,13,Beginner,B,False
2020-04,185229437787176962,flame#6784,7-1-6-0,14,25,Beginner,H,False
2020-04,193717945359269888,Secar#8997,6-7-1-1,15,24,Beginner,H,False
2020-04,214669880069324800,InternetPerson10#9445,7-6-6-7,26,10,Beginner,B,True
2020-04,226414036701544450,Golub Srecko#6698,7-6-6-0,19,20,Beginner,H,False
2020-04,226715564050087936,Pappa#6890,7-6-6-7,26,10,Beginner,B,False
2020-04,255154801862508545,Makorn#1037,7-6-6-2,21,13,Beginner,B,False
2020-04,268110085757075456,snowanchor22#3486,7-0-6-7,20,18,Beginner,H,False
2020-04,277155466432348160,Astaulphe#1780,7-6-7-7,27,3,Beginner,S,False
2020-04,290534911276744704,a fluffy fruit#7626,2-1-3-0,6,30,Beginner,,True
2020-04,292911857704894464,Enda#2138,7-2-3-1,13,26,Beginner,H,True
2020-04,305859725554089985,Jatmoz#9730,2-0-7-0,9,27,Beginner,H,False
2020-04,328955683510681601,lorodane#6964,7-7-6-7,27,3,Beginner,S,False
2020-04,332106996583235584,Arkali#6504,6-0-7-5,18,23,Beginner,H,False
2020-04,348756950936190976,Ryno#6737,0-0-2-0,2,33,Beginner,,False
2020-04,358334606975434752,wertguk#3517,7-7-7-0,21,13,Beginner,B,False
2020-04,365092174448033795,no u#7126,7-6-7-7,27,3,Beginner,S,False
2020-04,379248217931644930,_Danie1#8550,7-6-7-7,27,3,Beginner,S,False
2020-04,383423116363169813,Impassionate#3742,7-6-6-2,21,13,Beginner,B,True
2020-04,430334474698489856,Warri#4219,7-0-2-0,9,27,Beginner,H,False
2020-04,438664453974786048,ChoiSauce#1209,0-0-3-0,3,32,Beginner,,True
2020-04,441298510349074447,magicturtle332#2296,7-6-6-6,25,12,Beginner,B,False
2020-04,459993489548115970,SG248#7718,7-7-7-7,28,1,Beginner,G,False
2020-04,467112200599764993,Rektyu#4514,7-7-6-7,27,3,Beginner,S,False
2020-04,467223085586579457,BitterJpeg#7102,7-7-6-7,27,3,Beginner,S,False
2020-04,530153879007133710,franchester#8012,7-7-7-0,21,13,Beginner,B,False
2020-04,540406463223431188,IliyasBN#6487,7-7-7-7,28,1,Beginner,G,False
2020-04,599462939501658138,reiikoo#8037,0-0-0-1,1,35,Beginner,,True
2020-04,606412176273571843,samantah#0522,7-0-0-0,7,29,Beginner,H,True
2020-04,617680848346677268,BlaiiZong#2378,2-0-0-2,4,31,Beginner,,False
2020-04,651221591077945344,Unstupid#6281,7-6-7-7,27,3,Beginner,S,False
2020-04,670835813415649290,prism#7073,0-1-1-0,2,33,Beginner,,False
2020-04,691379957741387967,lilrini#5389,7-6-6-0,19,20,Beginner,H,False
2020-04,692071401724837968,Anas11400 (Alvin)#3724,7-6-6-0,19,20,Beginner,H,False
2020-03,200403504051781634,2020 AMC 10A#3659,0-0-0-0,0,13,Advanced,,True
2020-03,228994852883398657,Suneet#8699,5-0-0-0,5,10,Advanced,,False
2020-03,248637602624700417,padiwik#1394,7-0-0-1,8,5,Advanced,B,False
2020-03,255154801862508545,Makorn#1037,6-0-0-0,6,7,Advanced,,False
2020-03,290534911276744704,a fluffy fruit 🥝#7626,3-0-0-0,3,11,Advanced,,True
2020-03,327078443692982273,shino#2763,6-0-0-0,6,7,Advanced,,False
2020-03,329054903937007617,Equitab#3786,1-0-0-0,1,12,Advanced,,False
2020-03,358261567097143297,anyone#6262,7-7-0-0,14,2,Advanced,S,False
2020-03,383423116363169813,Impassionate#3742,0-0-0-0,0,13,Advanced,,True
2020-03,459993489548115970,SG248#7718,7-0-0-0,7,6,Advanced,B,True
2020-03,507159438797438987,NyxTo#2622,7-7-5-1,20,1,Advanced,G,False
2020-03,540406463223431188,IliyasBN#6487,7-7-0-0,14,2,Advanced,S,False
2020-03,616402676892041260,cedric#4997,7-7-0-0,14,2,Advanced,S,False
2020-03,637718959118090262,Joshua S#1092,6-0-0-0,6,7,Advanced,,True
2020-02,174175867268759553,nya10#3382,3-6-0-0,9,13,Intermediate,,True
2020-02,226715564050087936,Pappa#6890,3-0-7-0,10,9,Intermediate,H,False
2020-02,248637602624700417,padiwik#1394,3-7-0-6,16,6,Intermediate,B,False
2020-02,255154801862508545,Makorn#1037,7-7-0-0,14,7,Intermediate,B,True
2020-02,298843311353888770,666#4535,2-0-0-0,2,15,Intermediate,,False
2020-02,327078443692982273,shino#2763,3-7-0-0,10,9,Intermediate,H,True
2020-02,329956567132930048,Matteddy#0482,7-7-0-6,20,3,Intermediate,S,False
2020-02,340212632680136706,radiateur-man#1655,7-7-0-7,21,1,Intermediate,G,False
2020-02,421390544254795777,Bob65536#8193,3-7-0-7,17,5,Intermediate,B,False
2020-02,429598886038863873,Cookie315#7286,3-7-0-0,10,9,Intermediate,H,True
2020-02,456178848745259009,Joe 1#3988,2-7-0-0,9,13,Intermediate,H,False
2020-02,459993489548115970,SG248#7718,7-7-0-7,21,1,Intermediate,G,False
2020-02,467112200599764993,Rektum#4514,3-7-0-0,10,9,Intermediate,H,False
2020-02,507159438797438987,NyxTo#2622,7-7-0-6,20,3,Intermediate,S,False
2020-02,651221591077945344,Unstupid#6281,6-7-0-0,13,8,Intermediate,B,True
2020-01,206405687780179968,Bahoz M#3232,0-0-6-0,6,15,Beginner,,False
2020-01,226715564050087936,Pappa#6890,5-7-6-0,18,10,Beginner,H,False
2020-01,234440570926268417,calc is bad#4316,2-0-0-0,2,18,Beginner,,True
2020-01,243147633021943818,Dunkel Blau 🔣🔣#0694,2-5-1-0,8,13,Beginner,,False
2020-01,292911857704894464,Enda#2138,6-3-0-0,9,12,Beginner,,False
2020-01,300008472978653184,epicxtroll#6007,7-7-7-7,28,1,Beginner,G,False
2020-01,305859725554089985,Jatmoz#9730,6-0-0-0,6,15,Beginner,,False
2020-01,327078443692982273,shino#2763,6-4-7-4,21,4,Beginner,S,False
2020-01,365092174448033795,no u#7126,2-6-7-6,21,4,Beginner,S,False
2020-01,381673088216989742,nexal#3868,1-0-0-0,1,19,Beginner,,True
2020-01,467112200599764993,Rektum#4514,7-7-7-0,21,4,Beginner,S,False
2020-01,467223085586579457,BitterMpeg#7102,5-6-7-1,19,8,Beginner,B,False
2020-01,507159438797438987,NyxTo#2622,7-7-7-7,28,1,Beginner,G,False
2020-01,509503185447026688,maxkvant#7329,0-0-7-7,14,11,Beginner,H,False
2020-01,532692743370178572,pianocat31#9003,7-6-7-6,26,3,Beginner,S,False
2020-01,614212686095319050,9271kain#8189,7-6-7-0,20,7,Beginner,B,False
2020-01,630619198342823976,Reinhardt#7090,5-0-1-0,6,15,Beginner,,False
2020-01,655177142342123610,littlecinnamonroll#2605,7-6-6-0,19,8,Beginner,B,False
2020-01,666744290805809162,Khokhobla3#4695,0-0-0-7,7,14,Beginner,H,True
2019-11,298695536817733633,Jazza#7192,1-6-7-7,21,2,Intermediate,S,False
2019-11,305859725554089985,Jatmoz#9730,2-0-0-0,2,11,Intermediate,,False
2019-11,327078443692982273,shino#2763,1-7-7-5,20,3,Intermediate,B,False
2019-11,329956567132930048,Matteddy#0482,0-6-2-7,15,5,Intermediate,B,False
2019-11,340212632680136706,radiateur-man#1655,1-0-7-7,15,5,Intermediate,B,False
2019-11,368050653118988292,四十二#5972,1-5-7-7,20,3,Intermediate,B,False
2019-11,467112200599764993,Rektum#4514,0-6-1-0,7,8,Intermediate,,False
2019-11,467223085586579457,BitterMpeg#7102,0-6-1-0,7,8,Intermediate,,False
2019-11,509503185447026688,maxkvant#7329,0-0-0-7,7,8,Intermediate,H,False
2019-11,518664855050518548,Invisible Rabbit#7821,7-7-7-7,28,1,Intermediate,G,False
2019-11,532692743370178572,pianocat31#9003,2-5-1-0,8,7,Intermediate,,False
2019-10,216351612765995008,FreakyByte#8007,7-5-3-0,15,13,Beginner,H,False
2019-10,238313704578482176,NieDzejkob#2571,7-5-1-0,13,15,Beginner,H,False
2019-10,239451568196419584,conan-kun#3689,7-1-0-0,8,18,Beginner,H,False
2019-10,292838365672505364,Leon#6694,7-4-0-0,11,16,Beginner,H,False
2019-10,305859725554089985,Jatmoz#9730,7-6-1-0,14,14,Beginner,H,False
2019-10,308317230939111425,Robloxgamer69#4359,1-0-0-0,1,20,Beginner,,False
2019-10,327078443692982273,shino#2763,7-6-1-7,21,8,Beginner,B,False
2019-10,329956567132930048,Matteddy#0482,7-7-1-7,22,6,Beginner,B,False
2019-10,365983323119681536,peakpoint#5895,7-5-7-7,26,2,Beginner,G,False
2019-10,397492119096393738,chfrn [CAN]#2910,6-5-7-6,24,3,Beginner,S,False
2019-10,430334474698489856,Warri#4219,7-4-5-7,23,4,Beginner,S,False
2019-10,453892710345080846,Combinatorics#6843,6-5-0-0,11,16,Beginner,,False
2019-10,454199613965074432,Goldtiger997#7700,7-4-0-7,18,12,Beginner,H,False
2019-10,465505115982528512,Duckplay#3303,7-0-0-0,7,19,Beginner,H,False
2019-10,467112200599764993,Rektum#4514,7-6-1-7,21,8,Beginner,B,False
2019-10,518664855050518548,InvisibleRabbit#7821,7-7-7-7,28,1,Beginner,G,False
2019-10,532692743370178572,pianocat31#9003,5-5-7-6,23,4,Beginner,S,False
2019-10,537945145702744074,NotRui.#0894,7-7-5-0,19,10,Beginner,B,False
2019-10,601092688804315187,ayan_mathematics_king#7154,7-3-2-7,19,10,Beginner,B,False
2019-10,614212686095319050,9271kain#8189,7-7-1-7,22,6,Beginner,B,False
2019-09,298695536817733633,Jazza#7192,2-7-7-0,16,2,Advanced,S,False
2019-09,298843311353888770,666#4535,0-0-7-0,7,5,Advanced,H,False
2019-09,300008472978653184,epicxtroll#6007,7-7-7-0,21,1,Advanced,G,False
2019-09,358261567097143297,Theo#5067,0-0-7-0,7,5,Advanced,H,False
2019-09,365983323119681536,peakpoint#5895,3-1-7-0,11,4,Advanced,H,False
2019-09,379484287050842113,wan#2920,7-7-0-0,14,3,Advanced,B,False
2019-09,532692743370178572,pianocat31#9003,3-0-0-0,3,7,Advanced,,False
2019-08,197903187720536064,CheesecakeRen#7178,7-2-0-0,9,6,Intermediate,B,False
2019-08,298843311353888770,666#4535,1-0-0-0,1,12,Intermediate,,False
2019-08,304882591692095509,Unicow#3486,1-0-0-0,1,12,Intermediate,,False
2019-08,353945573143085058,avo#2794,6-0-0-1,7,7,Intermediate,,False
2019-08,365983323119681536,peakpoint#5895,1-0-1-0,2,11,Intermediate,,False
2019-08,374512329334849537,Charles#0316,5-0-0-0,5,10,Intermediate,,False
2019-08,379484287050842113,wan#2920,7-6-0-3,16,2,Intermediate,S,False
2019-08,429598886038863873,Cookie315#7286,7-5-0-0,12,4,Intermediate,B,False
2019-08,454199613965074432,Goldtiger997#7700,7-0-0-0,7,7,Intermediate,H,False
2019-08,456178848745259009,Joe 1#3988,5-0-7-0,12,4,Intermediate,B,False
2019-08,509503185447026688,maxkvant#7329,6-0-0-0,6,9,Intermediate,,False
2019-08,532692743370178572,pianocat31#9003,7-6-0-0,13,3,Intermediate,S,False
2019-08,603531937382137856,Xblade#4342,7-7-7-7,28,1,Intermediate,G,False
2019-07,118831126239248397,Denial#4301,7-7-5-7,26,6,Beginner,B,False
2019-07,125712845496254464,slitherhiss#1882,4-0-6-7,17,13,Beginner,H,False
2019-07,136611352692129792,Imagine4#8208,0-0-1-0,1,18,Beginner,,False
2019-07,173176997420335105,raytonlin1#0418,7-1-3-4,15,15,Beginner,H,False
2019-07,234706343989215233,BUBBLEman789#9208,7-7-2-7,23,9,Beginner,B,False
2019-07,239451568196419584,cyclicsquare#3689,1-1-2-1,5,16,Beginner,,False
2019-07,281300961312374785,brainysmurfs#2860,7-6-7-7,27,4,Beginner,S,False
2019-07,298695536817733633,Jazza#7192,7-7-7-7,28,1,Beginner,G,False
2019-07,298843311353888770,666#4535,7-7-7-7,28,1,Beginner,G,False
2019-07,329956567132930048,Matteddy#0482,7-7-7-7,28,1,Beginner,G,False
2019-07,344079993011437568,Pan Pan#2728,1-0-1-0,2,17,Beginner,,False
2019-07,365983323119681536,peakpoint#5895,7-6-6-7,26,6,Beginner,B,False
2019-07,374512329334849537,Pen Sharpie- ̶B̶i̶ro#0316,7-1-6-7,21,10,Beginner,H,False
2019-07,452275673776652288,IndigoManedWolf#9260,7-7-4-0,18,12,Beginner,H,False
2019-07,456178848745259009,Joe 1#3988,7-7-4-7,25,8,Beginner,B,False
2019-07,509503185447026688,maxkvant#7329,7-0-7-7,21,10,Beginner,H,False
2019-07,532692743370178572,pianocat31#9003,7-7-6-7,27,4,Beginner,S,False
2019-07,537945145702744074,Rui.#0894,7-7-3-0,17,13,Beginner,H,False
2019-06,118831126239248397,Denial#4301,7-3-0-0,10,3,Advanced,S,False
2019-06,173176997420335105,raytonlin1#0418,1-0-0-0,1,8,Advanced,,False
2019-06,206405687780179968,Bahoz M#3232,5-0-0-0,5,5,Advanced,B,False
2019-06,285571058353045505,Qcumber#9218,0-2-0-0,2,6,Advanced,,False
2019-06,298695536817733633,Jazza#7192,5-1-0-7,13,2,Advanced,S,False
2019-06,298843311353888770,666#4535,0-0-0-0,0,9,Advanced,,False
2019-06,374512329334849537,Pen Sharpie-ρ#0316,0-0-0-0,0,9,Advanced,,False
2019-06,441086462738432001,213#4672,0-0-0-7,7,4,Advanced,B,False
2019-06,518442760039301123,Lil Nath#8490,7-6-1-0,14,1,Advanced,G,False
2019-06,579180663396237313,MC_Urist#0693,1-1-0-0,2,6,Advanced,,False
2019-05,118831126239248397,Denial#4301,7-7-7-1,22,1,Intermediate,G,False
2019-05,136611352692129792,Imagine4#8208,0-3-0-0,3,9,Intermediate,,False
2019-05,265389826356936704,Zopherus#8046,5-0-2-0,7,7,Intermediate,,False
2019-05,292838365672505364,Leon#6694,4-3-0-0,7,7,Intermediate,,False
2019-05,298695536817733633,Jazza#7192,7-6-0-0,13,4,Intermediate,B,False
2019-05,298843311353888770,666#4535,7-6-0-7,20,2,Intermediate,S,False
2019-05,302467968095223820,Tsubasa#7917,1-0-0-0,1,10,Intermediate,,False
2019-05,472091598759526410,🅱onzo17#0285,7-6-3-0,16,3,Intermediate,S,False
2019-05,537945145702744074,Rui.#0894,5-7-0-0,12,5,Intermediate,B,False
2019-12,118831126239248397,Denial#4301,7-2-0-7-0-0,16,7,MODSMO,H,False
2019-12,260961124483203074,ChiCubed#9013,6-7-0-7-6-7,33,3,MODSMO,S,False
2019-12,281300961312374785,brainysmurfs#2860,7-1-0-7-0-0,15,9,MODSMO,H,False
2019-12,300008472978653184,epicxtroll#6007,5-7-6-7-7-7,39,1,MODSMO,G,False
2019-12,340212632680136706,radiateur-man#1655,7-1-0-7-0-1,16,7,MODSMO,H,False
2019-12,365092174448033795,no u#7126,7-1-0-7-4-0,19,6,MODSMO,B,False
2019-12,424675187649413121,boboquack#7416,7-7-7-7-6-0,34,2,MODSMO,S,False
2019-12,429598886038863873,Cookie315#7286,6-1-0-6-2-0,15,9,MODSMO,,False
2019-12,507159438797438987,NyxTo#2622,7-7-0-7-0-7,28,4,MODSMO,B,False
2019-12,532692743370178572,pianocat31#9003,7-0-0-7-1-0,15,9,MODSMO,H,False
2019-12,603531937382137856,Misheel Otgonbayar [MGL]#4342,6-1-0-5-5-7,24,5,MODSMO,B,False
